ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
316,2013,8,11,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,217436,"Gaine de frein","Central Del Pueblo","Deuxième couche","Carnet de bord",1,"Jour 316","Central Del Pueblo",175,48,15,3,2,"dimanche 11 août 2013","N 19°26,279' W 99°07,498'",,,
317,2013,8,12,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,217436,"Ressorts de sonnette","Central Del Pueblo","Troisième couche","Carnet de bord",1,"Jour 317","Central Del Pueblo",394,16,14,2,2,"lundi 12 août 2013","N 19°26,279' W 99°07,498'",,,
318,2013,8,13,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,217436,"Foureau de cable de frein","Central Del Pueblo",Remontage,"Carnet de bord",1,"Jour 318","Central Del Pueblo",188,38,15,0,2,"mardi 13 août 2013","N 19°26,279' W 99°07,498'",,,
319,2013,8,14,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,217436,"Cable de frein","Central Del Pueblo","Entretient du vélo (suite)","Carnet de bord",1,"Jour 319","Central Del Pueblo",143,30,14,2,0,"mercredi 14 août 2013","N 19°26,279' W 99°07,498'",,,
320,2013,8,15,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,217436,"Ballon de baudruche","Central Del Pueblo",Pestacle,"Carnet de bord",1,"Jour 320","Central Del Pueblo",148,70,4,3,2,"jeudi 15 août 2013","N 19°26,279' W 99°07,498'",,,
321,2013,8,16,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,25521,194254,339,-99,-8118,-991353,-17302,87807,81024,18,217454,"Perle rouge","Calle Isabel la Católica","UPS, épisode 1","Carnet de bord",1,"Jour 321","Calle Isabel la Católica",2,10,12,3,2,"vendredi 16 août 2013","N 19°25,521' W 99°08,118'",,,
322,2013,8,17,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,18,217472,Rustine,"Central Del Pueblo","UPS, épisode 2","Carnet de bord",1,"Jour 322","Central Del Pueblo",78,32,15,3,2,"samedi 17 août 2013","N 19°26,279' W 99°07,498'",,,
323,2013,8,18,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,2627,194378,3393,-99,-9159,-991527,-17305,87809,81026,29,217501,"vis biseau","Monumento de la revolucion","Sur la route du disque dur","Carnet de bord",1,"Jour 323","Monumento de la revolucion",1833,43,14,2,2,"dimanche 18 août 2013","N 19°26,270' W 99°09,159'",,,
324,2013,8,19,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,29,21753,"Fragment de pneu","Central Del Pueblo","UPS, épisode 3","Carnet de bord",1,"Jour 324","Central Del Pueblo",228,66,15,3,2,"lundi 19 août 2013","N 19°26,279' W 99°07,498'",,,
325,2013,8,20,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,21753,"Fragment de canne à pêche","Central Del Pueblo","UPS, épisode 3","Carnet de bord",1,"Jour 325","Central Del Pueblo",158,32,15,3,2,"mardi 20 août 2013","N 19°26,279' W 99°07,498'",,,
326,2013,8,21,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26295,194383,3393,-99,-7462,-991244,-173,87788,8101,1,217531,gellule,Tepito,"Ballade à Tepito","Carnet de bord",1,"Jour 326",Tepito,84,23,17,0,2,"mercredi 21 août 2013","N 19°26,295' W 99°07,462'",,,
327,2013,8,22,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2231,19,26441,194407,3393,-99,-9425,-991571,-17306,8781,81026,34,217565,"Crayon de couleur bleu","Eje 1 Norte","Soirée couchsurfer","Carnet de bord",1,"Jour 327","Eje 1 Norte",159,58,7,0,2,"jeudi 22 août 2013","N 19°26,441' W 99°09,425'",,,
328,2013,8,23,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,34,217599,ballines,"Central Del Pueblo","Bricolage vélos","Carnet de bord",1,"Jour 328","Central Del Pueblo",733,5,14,2,2,"vendredi 23 août 2013","N 19°26,279' W 99°07,498'",,,
329,2013,8,24,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,26381,194397,3393,-99,-9299,-99155,-17306,87809,81026,32,21763,"Douille plastique","El Chopo","Découverte du marché punk","Carnet de bord",1,"Jour 329","El Chopo",34,16,13,3,2,"samedi 24 août 2013","N 19°26,381' W 99°09,299'",,,
330,2013,8,25,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,32,217662,"Bouchon de valve","Central Del Pueblo","Marathon Crash Race","Carnet de bord",1,"Jour 330","Central Del Pueblo",43,14,15,3,2,"dimanche 25 août 2013","N 19°26,279' W 99°07,498'",,,
331,2013,8,26,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,26568,194428,3393,-99,-8297,-991383,-17303,87794,81015,15,217677,Barette,"Eje Central Lázaro Cárdenas",Réclamations,"Carnet de bord",1,"Jour 331","Eje Central Lázaro Cárdenas",29,29,4,2,2,"lundi 26 août 2013","N 19°26,568' W 99°08,297'",,,
332,2013,8,27,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26106,194351,3392,-99,-8983,-991497,-17305,87809,81026,15,217692,"Cable électrique","Calle Donceles",Attente,"Carnet de bord",1,"Jour 332","Calle Donceles",395,33,14,0,2,"mardi 27 août 2013","N 19°26,106' W 99°08,983'",,,
333,2013,8,28,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,25471,194245,339,-99,-8155,-991359,-17302,87808,81025,19,21771,"Perle noire","Calle República del Salvador","Emplettes numériques","Carnet de bord",1,"Jour 333","Calle República del Salvador",129,11,15,3,2,"mercredi 28 août 2013","N 19°25,471' W 99°08,155'",,,
334,2013,8,29,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2231,19,24525,194088,3387,-99,-9248,-991541,-17306,87834,81045,26,217736,Jambe,"Colonia Roma","Enquête (suite)","Carnet de bord",1,"Jour 334","Colonia Roma",172,35,0,3,2,"jeudi 29 août 2013","N 19°24,525' W 99°09,248'",,,
335,2013,8,30,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2231,19,24525,194088,3387,-99,-9248,-991541,-17306,87834,81045,0,217736,Boutton,"Colonia Roma","Enquête (suite)","Carnet de bord",1,"Jour 335","Colonia Roma",29,12,8,3,2,"vendredi 30 août 2013","N 19°24,525' W 99°09,248'",,,
336,2013,8,31,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,45,217781,"Bois pour infusion","Central Del Pueblo",Attente,"Carnet de bord",1,"Jour 336","Central Del Pueblo",229,32,17,1,1,"samedi 31 août 2013","N 19°26,279' W 99°07,498'",,,
337,2013,9,1,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26385,194398,3393,-99,-7318,-99122,-173,87785,81008,4,217785,Perles,Tepito,"Marché de Tepito","Carnet de bord",1,"Jour 337",Tepito,183,135,7,3,2,"dimanche 1 septembre 2013","N 19°26,385' W 99°07,318'",,,
338,2013,9,2,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2231,19,24558,194093,3388,-99,-9347,-991558,-17306,87834,81045,49,217834,"Fragment de pince en métal","Colonia Roma",Dépôt,"Carnet de bord",1,"Jour 338","Colonia Roma",151,35,14,2,2,"lundi 2 septembre 2013","N 19°24,558' W 99°09,347'",,,
339,2013,9,3,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,26982,194497,3395,-99,-8956,-991493,-17305,87797,81016,45,217879,"Objet non identifié","Calle República de Brasil",Victoire,"Carnet de bord",1,"Jour 339","Calle República de Brasil",2,10,13,3,2,"mardi 3 septembre 2013","N 19°26,982' W 99°08,956'",,,
340,2013,9,4,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,2211,193685,338,-99,-83,-991383,-17303,87855,81061,91,21797,"Papier de bonbon Corona","Métro Portales",déménagement,"Carnet de bord",1,"Jour 340","Métro Portales",14,55,13,3,2,"mercredi 4 septembre 2013","N 19°22,110' W 99°08,300'",,,
341,2013,9,5,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,2228,193713,3381,-99,-8497,-991416,-17303,87855,81061,5,217975,"Feuille à rouler","Calle Canarias","Travail intense","Carnet de bord",1,"Jour 341","Calle Canarias",7,75,7,5,2,"jeudi 5 septembre 2013","N 19°22,280' W 99°08,497'",,,
342,2013,9,6,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2239,19,22303,193717,3381,-99,-849,-991415,-17303,87855,81061,0,217975,Maïs,"Calle Presidentes","Le travail continue","Carnet de bord",1,"Jour 342","Calle Presidentes",111,18,15,1,1,"vendredi 6 septembre 2013","N 19°22,303' W 99°08,490'",,,
343,2013,9,7,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,76,218051,"Douille de serrage","Central Del Pueblo","Travail (suite)","Carnet de bord",1,"Jour 343","Central Del Pueblo",566,12,14,2,2,"samedi 7 septembre 2013","N 19°26,279' W 99°07,498'",,,
344,2013,9,8,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2227,19,26279,19438,3393,-99,-7498,-99125,-17301,87789,8101,0,218051,"entenoir de frein","Central Del Pueblo","Dimanche boulot","Carnet de bord",1,"Jour 344","Central Del Pueblo",31,19,15,3,2,"dimanche 8 septembre 2013","N 19°26,279' W 99°07,498'",,,
345,2013,9,9,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22388,193731,3381,-99,-8314,-991386,-17303,87852,81059,74,218124,"Objet plastique non identifié","Calle Calzada de Tlalpan","Mise à jour (suite)","Carnet de bord",1,"Jour 345","Calle Calzada de Tlalpan",43,14,3,3,2,"lundi 9 septembre 2013","N 19°22,388' W 99°08,314'",,,
346,2013,9,10,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22123,193687,338,-99,-8494,-991416,-17303,87857,81063,6,21813,Led,"Calle Víctor Hugo","Mise à jour (suite)","Carnet de bord",1,"Jour 346","Calle Víctor Hugo",24,14,16,0,2,"mardi 10 septembre 2013","N 19°22,123' W 99°08,494'",,,
347,2013,9,11,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2228,19,26259,194377,3393,-99,-7565,-991261,-17301,8779,81011,78,218209,"Valve de chambre à air","Central Del Pueblo","Petit break","Carnet de bord",1,"Jour 347","Central Del Pueblo",484,50,3,0,2,"mercredi 11 septembre 2013","N 19°26,259' W 99°07,565'",,,
348,2013,9,12,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,22117,193686,338,-99,-83,-991383,-17303,87855,81061,78,218286,"Elastique DIBAR","Métro Portales",Aller-retour,"Carnet de bord",1,"Jour 348","Métro Portales",42,33,14,0,2,"jeudi 12 septembre 2013","N 19°22,117' W 99°08,300'",,,
349,2013,9,13,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2234,19,22166,193694,3381,-99,-8361,-991394,-17303,87855,81061,1,218288,"Boucle d'oreille plate","Marché Portales","Déjeuner au marché de Portales","Carnet de bord",1,"Jour 349","Marché Portales",292,132,14,2,2,"vendredi 13 septembre 2013","N 19°22,166' W 99°08,361'",,,
350,2013,9,14,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,22225,193704,3381,-99,-8497,-991416,-17303,87856,81062,3,21829,"Objet métallique noir","Calle Canarias","Journée boulot","Carnet de bord",1,"Jour 350","Calle Canarias",234,26,15,2,2,"samedi 14 septembre 2013","N 19°22,225' W 99°08,497'",,,
351,2013,9,15,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2234,19,25359,194227,339,-99,-10143,-991691,-17308,87833,81044,65,218355,"Rondelle allu","Avenue Reforma","Restaurant dominical","Carnet de bord",1,"Jour 351","Avenue Reforma",65,16,14,2,2,"dimanche 15 septembre 2013","N 19°25,359' W 99°10,143'",,,
352,2013,9,16,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26114,194352,3392,-99,-8149,-991358,-17302,87799,81018,38,218393,"Tourillon bois","Calle Donceles","Jour ferié","Carnet de bord",1,"Jour 352","Calle Donceles",83,37,3,1,2,"lundi 16 septembre 2013","N 19°26,114' W 99°08,149'",,,
353,2013,9,17,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,25452,194242,339,-99,-8541,-991424,-17304,87813,81029,14,218407,"Ticket d'entrée","Arena México","Lucha Libre","Carnet de bord",1,"Jour 353","Arena México",224,140,14,5,2,"mardi 17 septembre 2013","N 19°25,452' W 99°08,541'",,,
354,2013,9,18,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,21536,193589,3379,-99,-8541,-991424,-17304,87866,8107,73,21848,Etiquette,"Colonia Portales","Journée studieuse","Carnet de bord",1,"Jour 354","Colonia Portales",21,37,12,3,2,"mercredi 18 septembre 2013","N 19°21,536' W 99°08,541'",,,
355,2013,9,19,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,22217,193703,3381,-99,-8496,-991416,-17303,87856,81062,13,218492,Chouette,"Calle Canarias","Depart de Damien et Marie Laure","Carnet de bord",1,"Jour 355","Calle Canarias",354,26,15,3,2,"jeudi 19 septembre 2013","N 19°22,217' W 99°08,496'",,,
356,2013,9,20,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22757,193793,3382,-99,-8492,-991415,-17303,87849,81056,1,218502,"Pétard artisanal","Eje 7 Sur",Courses,"Carnet de bord",1,"Jour 356","Eje 7 Sur",124,52,11,3,2,"vendredi 20 septembre 2013","N 19°22,757' W 99°08,492'",,,
357,2013,9,21,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,22111,193685,338,-99,-8303,-991384,-17303,87855,81061,12,218515,"Boulon conique","Métro Portales","Départ en W.E.","Carnet de bord",1,"Jour 357","Métro Portales",279,15,14,2,2,"samedi 21 septembre 2013","N 19°22,111' W 99°08,303'",,,
358,2013,9,22,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2228,19,25398,194233,339,-99,-8866,-991478,-17305,87817,81032,62,218576,"Led orange","Calle Regina",Pizzas,"Carnet de bord",1,"Jour 358","Calle Regina",103,125,0,0,2,"dimanche 22 septembre 2013","N 19°25,398' W 99°08,866'",,,
359,2013,9,23,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2228,19,2626,194377,3393,-99,-7565,-991261,-17301,8779,81011,28,218604,Gélatine,"Central Del Pueblo",Tournage,"Carnet de bord",1,"Jour 359","Central Del Pueblo",19,77,6,3,2,"lundi 23 septembre 2013","N 19°26,260' W 99°07,565'",,,
360,2013,9,24,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,22064,193677,338,-99,-85,-991417,-17303,87858,81064,79,218684,"Roulette de briquet","Calle Canarias","Hots dogs veg","Carnet de bord",1,"Jour 360","Calle Canarias",102,10,14,2,2,"mardi 24 septembre 2013","N 19°22,064' W 99°08,500'",,,
361,2013,9,25,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,26213,194369,3392,-99,-9535,-991589,-17306,87814,8103,79,218763,Boulon,"Colonia San Raphael","15 années de Bicitekas","Carnet de bord",1,"Jour 361","Colonia San Raphael",322,13,14,2,2,"mercredi 25 septembre 2013","N 19°26,213' W 99°09,535'",,,
362,2013,9,26,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2236,19,23503,193917,3384,-99,-921,-991535,-17306,87847,81055,51,218813,Clou,"Calle Eugenia","Soirée Punk","Carnet de bord",1,"Jour 362","Calle Eugenia",216,52,14,2,2,"jeudi 26 septembre 2013","N 19°23,503' W 99°09,210'",,,
363,2013,9,27,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22534,193756,3382,-99,-8492,-991415,-17303,87852,81059,22,218835,Mousse,"Calle Canarias",Travail,"Carnet de bord",1,"Jour 363","Calle Canarias",6,11,8,3,2,"vendredi 27 septembre 2013","N 19°22,534' W 99°08,492'",,,
364,2013,9,28,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,22284,193714,3381,-99,-8497,-991416,-17303,87855,81061,5,21884,Trombone,"Calle Canarias","Un jour comme les 100 derniers","Carnet de bord",1,"Jour 364","Calle Canarias",35,29,14,2,2,"samedi 28 septembre 2013","N 19°22,284' W 99°08,497'",,,
365,2013,9,29,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2414,19,26193,194366,3392,-99,-8262,-991377,-17303,87799,81018,73,218912,"Bracelet passe","Torre Latino America",Panorama,"Carnet de bord",1,"Jour 365","Torre Latino America",42,205,4,5,2,"dimanche 29 septembre 2013","N 19°26,193' W 99°08,262'",,,
366,2013,9,30,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2241,19,22191,193699,3381,-99,-8424,-991404,-17303,87856,81062,74,218987,"Boulle de touilleur","Calle Presidentes","Anniversaire 01","Carnet de bord",1,"Jour 366","Calle Presidentes",46,11,15,3,2,"lundi 30 septembre 2013","N 19°22,191' W 99°08,424'",,,
367,2013,10,1,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2241,19,22494,193749,3382,-99,-8434,-991406,-17303,87852,81059,6,218992,Epingle,"Calle Belgica","Journée boulot","Carnet de bord",1,"Jour 367","Calle Belgica",7,35,14,2,2,"mardi 1 octobre 2013","N 19°22,494' W 99°08,434'",,,
368,2013,10,2,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26762,19446,3394,-99,-8282,-99138,-17303,87792,81012,79,219071,"Ticket d'entrée","Palacio Bella Artes","Ballet folklorique","Carnet de bord",1,"Jour 368","Palacio Bella Artes",181,112,14,5,2,"mercredi 2 octobre 2013","N 19°26,762' W 99°08,282'",,,
369,2013,10,3,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,21597,1936,3379,-99,-8502,-991417,-17303,87865,81069,96,219167,Pièce,"Calle Canarias",Travail,"Carnet de bord",1,"Jour 369","Calle Canarias",35,14,14,2,2,"jeudi 3 octobre 2013","N 19°21,597' W 99°08,502'",,,
370,2013,10,4,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2235,19,22121,193687,338,-99,-83,-991383,-17303,87855,81061,1,219178,"Perle rouge","Métro Portales",Travail,"Carnet de bord",1,"Jour 370","Métro Portales",27,9,12,3,2,"vendredi 4 octobre 2013","N 19°22,121' W 99°08,300'",,,
371,2013,10,5,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,2626,194377,3393,-99,-7565,-991261,-17301,8779,81011,78,219255,"Objet métallique non identifié","Central Del Pueblo","Journée boulot","Carnet de bord",1,"Jour 371","Central Del Pueblo",105,16,14,2,2,"samedi 5 octobre 2013","N 19°26,260' W 99°07,565'",,,
372,2013,10,6,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2265,19,25262,19421,339,-99,-1145,-991908,-17312,8785,81057,7,219326,Billet," Paseo de la Reforma","Concert d'Amon Tobin","Carnet de bord",1,"Jour 372"," Paseo de la Reforma",184,115,2,5,2,"dimanche 6 octobre 2013","N 19°25,262' W 99°11,450'",,,
373,2013,10,7,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2241,19,222,1937,3381,-99,-843,-991405,-17303,87855,81062,78,219403,"Anneaux phosphoresants","Calle Presidentes","Journée boulot","Carnet de bord",1,"Jour 373","Calle Presidentes",22,10,5,3,2,"lundi 7 octobre 2013","N 19°22,200' W 99°08,430'",,,
374,2013,10,8,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22581,193764,3382,-99,-8492,-991415,-17303,87851,81058,7,21941,"Epingle à nourisse","Calle Canarias","Journée boulot","Carnet de bord",1,"Jour 374","Calle Canarias",13,19,14,2,2,"mardi 8 octobre 2013","N 19°22,581' W 99°08,492'",,,
375,2013,10,9,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2239,19,22083,193681,338,-99,-8257,-991376,-17303,87855,81061,1,21942,Elastique,"Calle Presidentes",Boulot,"Carnet de bord",1,"Jour 375","Calle Presidentes",91,60,13,0,2,"mercredi 9 octobre 2013","N 19°22,083' W 99°08,257'",,,
376,2013,10,10,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26264,194377,3393,-99,-7567,-991261,-17301,8779,81011,78,219499,Rayon,"Central Del Pueblo",Boulot,"Carnet de bord",1,"Jour 376","Central Del Pueblo",228,90,14,2,2,"jeudi 10 octobre 2013","N 19°26,264' W 99°07,567'",,,
377,2013,10,11,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26264,194377,3393,-99,-7567,-991261,-17301,8779,81011,0,219499,Anneaux,"Central Del Pueblo",Boulot,"Carnet de bord",1,"Jour 377","Central Del Pueblo",74,7,14,2,2,"vendredi 11 octobre 2013","N 19°26,264' W 99°07,567'",,,
378,2013,10,12,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26264,194377,3393,-99,-7567,-991261,-17301,8779,81011,0,219499,"Collier de serrage","Central Del Pueblo","Réunion de travail","Carnet de bord",1,"Jour 378","Central Del Pueblo",82,204,15,3,2,"samedi 12 octobre 2013","N 19°26,264' W 99°07,567'",,,
379,2013,10,13,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26264,194377,3393,-99,-7567,-991261,-17301,8779,81011,0,219499,"Carte sim","Central Del Pueblo","Dimanche calme","Carnet de bord",1,"Jour 379","Central Del Pueblo",41,25,13,0,2,"dimanche 13 octobre 2013","N 19°26,264' W 99°07,567'",,,
380,2013,10,14,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2228,19,25551,194259,339,-99,-8523,-991421,-17304,87811,81027,21,21952,"Perle orange","Calle Balderas",Courses,"Carnet de bord",1,"Jour 380","Calle Balderas",1,7,1,3,2,"lundi 14 octobre 2013","N 19°25,551' W 99°08,523'",,,
381,2013,10,15,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2228,19,25403,194234,339,-99,-8119,-991353,-17302,87808,81025,8,219528,Cheville,"Calle Regina",Entrevues,"Carnet de bord",1,"Jour 381","Calle Regina",61,38,17,3,2,"mardi 15 octobre 2013","N 19°25,403' W 99°08,119'",,,
382,2013,10,16,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22107,193685,338,-99,-8482,-991414,-17303,87857,81063,61,219589,"Demies billes","Calle Canarias",Boulot,"Carnet de bord",1,"Jour 382","Calle Canarias",23,7,16,3,2,"mercredi 16 octobre 2013","N 19°22,107' W 99°08,482'",,,
383,2013,10,17,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26428,194405,3393,-99,-8353,-991392,-17303,87797,81017,8,219669,Epingle,"Avenida Juarez",Raclette,"Carnet de bord",1,"Jour 383","Avenida Juarez",59,51,14,2,2,"jeudi 17 octobre 2013","N 19°26,428' W 99°08,353'",,,
384,2013,10,18,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2242,19,22946,193824,3383,-99,-8425,-991404,-17303,87845,81054,65,219734,Pétard,"Calle Bélgica",Boulot,"Carnet de bord",1,"Jour 384","Calle Bélgica",55,63,13,5,2,"vendredi 18 octobre 2013","N 19°22,946' W 99°08,425'",,,
385,2013,10,19,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2241,19,22319,19372,3381,-99,-8507,-991418,-17303,87855,81061,12,219746,"Cordon de lunette","Calle Presidentes",Indigestion,"Carnet de bord",1,"Jour 385","Calle Presidentes",212,600,14,0,2,"samedi 19 octobre 2013","N 19°22,319' W 99°08,507'",,,
386,2013,10,20,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2229,19,26264,194377,3393,-99,-7574,-991262,-17301,8779,81011,75,219821,"Crochet plastique","Calle Nicaragua","Barbecue d'adieu","Carnet de bord",1,"Jour 386","Calle Nicaragua",49,30,15,3,2,"dimanche 20 octobre 2013","N 19°26,264' W 99°07,574'",,,
387,2013,10,21,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2230,19,26107,194351,3392,-99,-8141,-991357,-17302,87799,81018,1,219831,"Douille plastique","Calle Republica del Brasil","Tournage checkpoint","Carnet de bord",1,"Jour 387","Calle Republica del Brasil",19,12,13,3,2,"lundi 21 octobre 2013","N 19°26,107' W 99°08,141'",,,
388,2013,10,22,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,21566,193594,3379,-99,-8508,-991418,-17303,87865,81069,84,219915,Plume,"Calle Canarias","Retour au boulot","Carnet de bord",1,"Jour 388","Calle Canarias",6,103,17,7,1,"mardi 22 octobre 2013","N 19°21,566' W 99°08,508'",,,
389,2013,10,23,Mexico-D.F,Mexico-D.F,Mexico,0,5250,2240,19,21583,193597,3379,-99,-8504,-991417,-17303,87865,81069,0,219916,"Sachet de bonbons","Calle Canarias",Boulot,"Carnet de bord",1,"Jour 389","Calle Canarias",476,53,13,0,2,"mercredi 23 octobre 2013","N 19°21,583' W 99°08,504'",,,
